actor,actor_short,leg1_dir,leg1_token,leg2_dir,leg2_token,leg1_ts,leg2_ts,round_trip_sec,leg1_size_usd,leg2_size_usd,leg1_roi,leg2_roi,leg1_pnl,leg2_pnl,round_trip_pnl,same_token
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,NASDAQ420,SOL→ETH,HOGE,1767200204,1767210834,10630,80.0,100.0,-1.8587,-0.5644,-1.486939,-0.564406,-2.051345,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,HOGE,ETH→SOL,TOWER,1767210834,1767213266,2432,100.0,70.0,-0.5644,2.8382,-0.564406,1.986731,1.422325,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,HXRO,SOL→ETH,NST,1767213573,1767213647,74,60.0,160.0,7.0792,0.9375,4.247517,1.49994,5.747457000000001,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,BISC,ETH→SOL,MUBI,1767261292,1767261953,661,10.0,10.0,18.9283,16.4905,1.892834,1.649046,3.54188,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,MUBI,SOL→ETH,DYDX,1767261953,1767271295,9342,10.0,70.0,16.4905,4.4846,1.649046,3.139187,4.788233,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,MS2,ETH→SOL,PAXG,1767279096,1767279275,179,70.0,360.0,4.3931,0.7259,3.075145,2.61319,5.688335,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,PAXG,SOL→ETH,MS2,1767279275,1767283771,4496,360.0,110.0,0.7259,4.4553,2.61319,4.900795,7.513985,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,DYDX,ETH→SOL,ALI,1767289769,1767293046,3277,60.0,180.0,3.7772,1.1666,2.266315,2.099961,4.366276,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,MS2,SOL→ETH,NST,1767293156,1767297952,4796,110.0,200.0,3.5464,-1.1712,3.901002,-2.342365,1.558637,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,NST,ETH→SOL,SHIB,1767297952,1767299952,2000,200.0,40.0,-1.1712,4.3792,-2.342365,1.751694,-0.590671,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,SHIB,SOL→ETH,DYDX,1767299952,1767301575,1623,40.0,50.0,4.3792,-93.7281,1.751694,-46.864067,-45.112373,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,TRUMP,ETH→SOL,ICE,1767336867,1767337606,739,180.0,40.0,0.1758,-0.8312,0.316397,-0.332497,-0.016100000000000003,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,MATH,SOL→ETH,DOG,1767348742,1767348856,114,120.0,1330.0,1.6629,0.6736,1.99551,8.9585,10.95401,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,KEKEC,ETH→SOL,ALI,1767359801,1767361398,1597,80.0,240.0,2.2007,0.5057,1.760541,1.213768,2.974309,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,ALI,SOL→ETH,DOGE,1767361398,1767361487,89,240.0,60.0,0.5057,3.0562,1.213768,1.833729,3.047497,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,DOGE,ETH→SOL,VKOIN,1767361487,1767365650,4163,60.0,220.0,3.0562,4.0066,1.833729,8.814418,10.648147,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,VKOIN,SOL→ETH,VKOIN,1767365650,1767366232,582,220.0,80.0,4.0066,2.3139,8.814418,1.851135,10.665553,True
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,APU,ETH→SOL,ICE,1767367336,1767367558,222,240.0,30.0,0.0,5.6957,6.2e-05,1.708722,1.708784,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,ICE,SOL→ETH,SHIB,1767367558,1767371758,4200,30.0,50.0,5.6957,2.9001,1.708722,1.450064,3.158786,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,SHIB,ETH→SOL,SVM,1767371758,1767372161,403,50.0,30.0,2.9001,-5.6482,1.450064,-1.694457,-0.24439300000000008,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,DYDX,SOL→ETH,POWSCHE,1767377145,1767380535,3390,80.0,100.0,-26.9385,3.6867,-21.550807,3.686667,-17.86414,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,ZYN,ETH→SOL,DYDX,1767380836,1767384474,3638,130.0,120.0,1.3354,6.838,1.73598,8.205548,9.941528,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,YOURAI,SOL→ETH,WLD,1767390971,1767391712,741,50.0,1080.0,8.7768,0.5033,4.388414,5.436067,9.824481,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,WLD,ETH→SOL,MS2,1767391712,1767427443,35731,1080.0,130.0,0.5033,3.0349,5.436067,3.945308,9.381375,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,MS2,SOL→ETH,MMX,1767427443,1767430939,3496,130.0,180.0,3.0349,2.5114,3.945308,4.520482,8.46579,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,MMX,ETH→SOL,YOURAI,1767431424,1767433719,2295,180.0,40.0,-46.6395,-1.3744,-83.95104,-0.549777,-84.50081700000001,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,JOE,SOL→ETH,WLD,1767434364,1767442873,8509,340.0,730.0,0.8916,0.5245,3.031506,3.829104,6.860609999999999,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,MUBI,ETH→SOL,JOE,1767443201,1767443972,771,10.0,320.0,26.9252,0.9213,2.692518,2.948052,5.64057,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,JOE,SOL→ETH,MS2,1767443972,1767450537,6565,320.0,80.0,0.9213,2.6448,2.948052,2.115879,5.063931,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,MS2,ETH→SOL,JOE,1767450537,1767454721,4184,80.0,340.0,2.6448,1.0995,2.115879,3.738284,5.854163,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,SMOG,SOL→ETH,SAO,1767511552,1767511868,316,400.0,20.0,0.5524,7.1813,2.209655,1.436255,3.64591,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,BITCOIN,ETH→SOL,JOE,1767513536,1767514273,737,320.0,140.0,-0.0113,1.101,-0.0361,1.541378,1.505278,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,DOGE,SOL→ETH,DOGE,1767526792,1767527252,460,70.0,90.0,2.6838,3.6077,1.878632,3.246922,5.125554,True
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,MS2,ETH→SOL,SHIB,1767533568,1767534968,1400,80.0,70.0,2.4097,-0.566,1.927764,-0.396226,1.531538,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,SHIB,SOL→ETH,VKOIN,1767534968,1767536819,1851,70.0,130.0,-0.566,-4.242,-0.396226,-5.514548,-5.910774,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,DOGE,ETH→SOL,ZYN,1767548694,1767548875,181,60.0,150.0,2.5998,1.6341,1.559858,2.451111,4.010969,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,ZYN,SOL→ETH,OPAI,1767548875,1767549098,223,150.0,50.0,1.6341,10.7684,2.451111,5.384206,7.835317,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,OPAI,ETH→SOL,JOE,1767549098,1767553013,3915,50.0,260.0,10.7684,1.401,5.384206,3.642632,9.026838,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,SWAG,SOL→ETH,MS2,1767560364,1767619306,58942,130.0,90.0,0.0132,3.4563,0.017107,3.110644,3.1277510000000004,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,SHIB,ETH→SOL,WEPE,1767630307,1767633315,3008,50.0,300.0,5.1823,1.3529,2.591127,4.058817,6.6499440000000005,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,AI,SOL→ETH,AUDIO,1767639467,1767640246,779,200.0,910.0,1.6898,0.4967,3.379642,4.520355,7.899997000000001,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,AUDIO,ETH→SOL,MDT,1767646256,1767646363,107,940.0,200.0,0.539,0.3489,5.067021,0.697788,5.7648090000000005,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,AGI,SOL→ETH,SNORT,1767679060,1767679501,441,140.0,340.0,-5.3126,3.1199,-7.437671,10.607727,3.1700560000000007,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,SNORT,ETH→SOL,YOURAI,1767679501,1767680900,1399,340.0,40.0,3.1199,6.8914,10.607727,2.756543,13.364270000000001,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,BOTTO,SOL→ETH,DOGE,1767681160,1767686146,4986,260.0,60.0,0.8054,2.3496,2.09403,1.409734,3.5037640000000003,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,XYO,ETH→SOL,SHIB,1767687595,1767688586,991,670.0,60.0,0.6212,4.4151,4.162329,2.649041,6.81137,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,SHIB,SOL→ETH,DOGE,1767688586,1767695629,7043,60.0,70.0,4.4151,3.104,2.649041,2.1728,4.821841,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,AUDIO,ETH→SOL,LF,1767708934,1767715500,6566,1230.0,50.0,0.5684,4.9687,6.991392,2.484334,9.475726,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,LF,SOL→ETH,NST,1767715500,1767717489,1989,50.0,260.0,4.9687,0.831,2.484334,2.160526,4.6448599999999995,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,BERRY,ETH→SOL,LUFFY,1767759288,1767767890,8602,40.0,180.0,4.4144,1.4865,1.765748,2.675635,4.441383,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,DOG,SOL→ETH,MATH,1767813371,1767855722,42351,300.0,150.0,0.2421,1.5325,0.726305,2.298791,3.025096,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,MATH,ETH→SOL,OMNI,1767855722,1767857569,1847,150.0,220.0,1.5325,1.2524,2.298791,2.755272,5.054063,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,OMNI,SOL→ETH,SNORT,1767857569,1767871243,13674,220.0,260.0,1.2524,0.67,2.755272,1.742066,4.497338,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,SNORT,ETH→SOL,LF,1767871243,1767872695,1452,260.0,70.0,0.67,10.7113,1.742066,7.497888,9.239954,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,MATH,SOL→ETH,JOE,1767892100,1767892406,306,180.0,320.0,3.0643,0.6622,5.515752,2.119186,7.634938,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,JOE,ETH→SOL,VKOIN,1767892406,1767893628,1222,320.0,60.0,0.6622,2.1247,2.119186,1.274816,3.394002,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,WAO,SOL→ETH,MATH,1767897731,1767899766,2035,110.0,140.0,1.8148,0.9681,1.996312,1.355371,3.3516830000000004,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,MATH,ETH→SOL,BOTTO,1767899766,1767903348,3582,140.0,220.0,0.9681,0.4596,1.355371,1.011096,2.366467,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,INT,SOL→ETH,WELL,1767914019,1767944527,30508,150.0,10.0,0.6639,28.1185,0.995852,2.811854,3.8077059999999996,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,WELL,ETH→SOL,HOBA,1767944527,1767944850,323,10.0,150.0,28.1185,1.5299,2.811854,2.294914,5.106768,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,MATH,SOL→ETH,CHAD,1767973233,1767983499,10266,190.0,110.0,2.7001,14.5074,5.130252,15.958187,21.088439,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,AGI,ETH→SOL,LUFFY,1767983574,1768027894,44320,80.0,200.0,-0.6327,1.6695,-0.506156,3.33891,2.8327539999999996,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,LUFFY,SOL→ETH,APU,1768027894,1768027933,39,200.0,200.0,1.6695,0.8469,3.33891,1.693723,5.032633,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,APU,ETH→SOL,WELL,1768027933,1768036274,8341,200.0,10.0,0.8469,22.4601,1.693723,2.246014,3.939737,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,WELL,SOL→ETH,BISC,1768036274,1768037159,885,10.0,10.0,22.4601,15.5098,2.246014,1.550977,3.7969910000000002,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,BISC,ETH→SOL,JOE,1768037159,1768079473,42314,10.0,400.0,15.5098,0.7876,1.550977,3.150244,4.701221,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,JOE,SOL→ETH,BOTTO,1768079473,1768083792,4319,400.0,220.0,0.7876,0.9005,3.150244,1.981196,5.13144,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,YUPFUN,ETH→SOL,FOOM,1768086206,1768150522,64316,45.0,100.0,3.5879,1.5773,1.614533,1.577335,3.191868,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,POWSCHE,SOL→ETH,ALEPH,1768171252,1768205002,33750,90.0,100.0,2.647,2.9794,2.382299,2.979413,5.361712000000001,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,SLACK,ETH→SOL,WEPE,1768215193,1768224617,9424,40.0,300.0,5.8583,1.5513,2.343302,4.654029,6.997331000000001,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,APUGURL,SOL→ETH,DAWAE,1768234622,1768236398,1776,100.0,30.0,2.2361,5.6062,2.236053,1.681863,3.917916,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,DAWAE,ETH→SOL,OMNI,1768236398,1768236611,213,30.0,260.0,5.6062,0.7571,1.681863,1.968563,3.6504260000000004,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,ШАЙЛУ,SOL→ETH,AUDIO,1768243823,1768281577,37754,160.0,650.0,0.4371,0.568,0.699362,3.692211,4.391573,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,SMOG,ETH→SOL,INT,1768282287,1768283380,1093,420.0,120.0,0.3017,1.4968,1.267182,1.796157,3.063339,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,MOOV,SOL→ETH,YUPFUN,1768297233,1768310289,13056,180.0,50.0,0.2594,3.2933,0.466924,1.646675,2.1135990000000002,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,YUPFUN,ETH→SOL,JOE,1768310289,1768316014,5725,50.0,440.0,3.2933,0.1429,1.646675,0.628612,2.275287,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,MATH,SOL→ETH,AUDIO,1768318702,1768319911,1209,150.0,1300.0,2.2747,0.3911,3.411988,5.083851,8.495839,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,YOURAI,ETH→SOL,SHIB,1768381165,1768388993,7828,25.0,60.0,8.8624,-0.6121,2.215608,-0.367283,1.848325,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,GMAC,SOL→ETH,MATH,1768394824,1768413074,18250,25.0,160.0,11.6382,0.8452,2.909562,1.352256,4.261818,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,MATH,ETH→SOL,SLACK,1768413074,1768415090,2016,160.0,60.0,0.8452,9.2229,1.352256,5.533727,6.8859829999999995,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,ETH→SOL,SLACK,SOL→ETH,BYTE,1768415090,1768456876,41786,60.0,100.0,9.2229,1.5916,5.533727,1.591552,7.125279,False
5PQRrdAS5QjBvhRcCTakwoyoxB2rc67vAFNXS2QQxmAF|0x6722b2c28d7d299b56a5febedbbe865a84ee0d7d,5PQRrdAS5QjB..ee0d7d,SOL→ETH,BOTTO,ETH→SOL,AI,1768470587,1768489583,18996,200.0,340.0,0.7825,1.3482,1.564919,4.583853,6.148772,False
